price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage
850,kleinwagen,2000,manuell,75,polo,150000,diesel,volkswagen,nein
1000,kleinwagen,2003,manuell,69,fiesta,150000,benzin,ford,ja
6550,kombi,2005,manuell,102,a4,150000,benzin,audi,nein
3550,kombi,2003,manuell,101,golf,150000,benzin,volkswagen,nein
800,bus,2001,manuell,0,andere,150000,diesel,peugeot,ja
1495,limousine,1998,manuell,122,c_klasse,150000,lpg,mercedes_benz,nein
530,limousine,2000,manuell,75,golf,150000,benzin,volkswagen,nein
3600,limousine,2017,manuell,0,touran,150000,benzin,volkswagen,nein
6315,kleinwagen,2001,manuell,50,fiesta,150000,benzin,ford,ja
1000,coupe,1999,automatik,0,golf,150000,benzin,volkswagen,nein
1250,kombi,1985,manuell,134,andere,150000,benzin,mercedes_benz,ja
1300,coupe,2002,automatik,163,glk,150000,benzin,mercedes_benz,nein
14500,suv,2005,automatik,218,x_reihe,150000,diesel,bmw,nein
6315,kleinwagen,1998,manuell,44,ka,150000,benzin,ford,nein
4600,kleinwagen,2003,manuell,101,polo,125000,diesel,volkswagen,nein
4490,kleinwagen,2007,manuell,92,swift,90000,benzin,Other,nein
2150,limousine,2000,manuell,125,a3,150000,benzin,audi,nein
5900,limousine,2003,automatik,306,e_klasse,150000,benzin,mercedes_benz,nein
1300,limousine,2017,automatik,193,a6,150000,benzin,audi,nein
1100,bus,1997,manuell,0,vito,150000,benzin,mercedes_benz,nein
666,kombi,1997,manuell,101,vectra,150000,benzin,opel,nein
1999,limousine,2000,manuell,115,focus,150000,benzin,ford,nein
1250,bus,2002,manuell,0,andere,150000,diesel,Other,nein
1600,limousine,1998,automatik,286,5er,150000,benzin,bmw,ja
105000,suv,2016,automatik,258,range_rover,5000,diesel,Other,nein
2300,limousine,2001,manuell,85,astra,150000,benzin,opel,nein
1899,limousine,2016,automatik,193,5er,150000,benzin,bmw,nein
6315,cabrio,2002,manuell,109,2_reihe,150000,benzin,peugeot,nein
1300,kombi,2002,manuell,101,astra,150000,benzin,opel,ja
24900,kombi,2016,manuell,125,golf,5000,benzin,volkswagen,nein
2500,limousine,2001,manuell,75,golf,150000,benzin,volkswagen,nein
6315,limousine,1995,manuell,75,golf,150000,benzin,volkswagen,nein
6315,bus,2002,manuell,0,andere,150000,diesel,Other,ja
1650,limousine,1992,manuell,109,andere,150000,benzin,mercedes_benz,nein
1350,kleinwagen,2001,manuell,55,andere,125000,benzin,Other,nein
8100,suv,2001,automatik,270,andere,150000,benzin,ford,nein
3250,limousine,2005,manuell,98,lancer,90000,benzin,Other,nein
4300,kleinwagen,2010,manuell,69,corsa,125000,benzin,opel,nein
900,limousine,1997,manuell,125,passat,150000,benzin,volkswagen,nein
2350,limousine,1999,manuell,90,a3,150000,diesel,audi,nein
37900,cabrio,2006,automatik,510,c_klasse,150000,benzin,mercedes_benz,nein
700,kleinwagen,2002,manuell,109,c3,100000,benzin,Other,ja
7500,limousine,2006,manuell,129,3er,150000,benzin,bmw,nein
4200,bus,2004,manuell,101,meriva,125000,diesel,opel,nein
1300,kleinwagen,2007,manuell,75,2_reihe,150000,benzin,peugeot,nein
1990,limousine,1999,manuell,170,3er,150000,benzin,bmw,nein
6315,limousine,2017,manuell,90,civic,5000,benzin,Other,ja
850,kleinwagen,2002,manuell,58,twingo,150000,benzin,renault,nein
2800,cabrio,2003,manuell,107,megane,125000,benzin,renault,nein
2200,kombi,2006,manuell,80,fabia,150000,diesel,Other,nein
6315,limousine,1994,manuell,103,3er,150000,benzin,bmw,ja
21500,bus,2014,manuell,136,b_klasse,40000,diesel,mercedes_benz,nein
34450,limousine,2012,automatik,218,5er,70000,diesel,bmw,nein
15990,coupe,2010,automatik,184,3er,150000,diesel,bmw,nein
4990,kleinwagen,2004,manuell,90,one,125000,benzin,Other,nein
17750,suv,2011,manuell,190,navara,90000,diesel,Other,nein
7200,kleinwagen,2011,manuell,87,corsa,50000,benzin,opel,nein
6315,kleinwagen,1995,manuell,90,tigra,150000,benzin,opel,nein
6490,limousine,2008,manuell,105,altea,150000,diesel,seat,nein
5000,kombi,1993,manuell,240,passat,100000,benzin,volkswagen,ja
600,coupe,1994,manuell,102,3er,150000,benzin,bmw,nein
6000,limousine,2007,manuell,140,a4,150000,diesel,audi,nein
8500,kombi,2005,manuell,230,signum,150000,benzin,opel,nein
6400,kombi,2003,manuell,163,passat,150000,diesel,volkswagen,nein
2100,kleinwagen,2007,manuell,60,panda,150000,benzin,fiat,nein
1280,kleinwagen,2000,automatik,54,fortwo,150000,benzin,Other,nein
1900,limousine,2016,manuell,90,golf,5000,diesel,volkswagen,nein
1233,kombi,1999,manuell,136,omega,150000,benzin,opel,nein
7900,suv,2005,automatik,218,x_reihe,150000,diesel,bmw,nein
999,kleinwagen,2005,manuell,60,ka,125000,benzin,ford,nein
650,limousine,1988,manuell,132,e_klasse,150000,benzin,mercedes_benz,nein
18400,kombi,2012,manuell,160,insignia,60000,diesel,opel,nein
2200,kombi,2001,manuell,200,zafira,150000,benzin,opel,nein
17100,limousine,2014,manuell,140,golf,30000,benzin,volkswagen,nein
1000,kleinwagen,1997,automatik,75,fiesta,40000,benzin,ford,nein
1399,limousine,2004,automatik,0,nubira,150000,benzin,Other,nein
7899,limousine,1979,manuell,185,sl,125000,benzin,mercedes_benz,nein
4600,coupe,2002,manuell,170,3er,150000,benzin,bmw,nein
6315,kombi,1996,manuell,75,astra,150000,benzin,opel,ja
20500,limousine,2012,automatik,136,e_klasse,60000,diesel,mercedes_benz,nein
8950,suv,2008,manuell,156,andere,125000,diesel,Other,nein
17500,kombi,2014,manuell,122,passat,40000,benzin,volkswagen,nein
8200,kombi,2006,manuell,143,c_klasse,150000,benzin,mercedes_benz,nein
4100,limousine,1992,manuell,136,3er,150000,benzin,bmw,nein
6200,kleinwagen,2010,manuell,87,sandero,60000,benzin,Other,nein
16700,bus,2015,manuell,116,andere,20000,benzin,opel,nein
2100,kombi,2003,manuell,75,fabia,150000,benzin,Other,nein
1400,kombi,2003,manuell,131,mondeo,150000,diesel,ford,nein
19800,kombi,2007,automatik,435,andere,125000,benzin,audi,nein
3500,limousine,2002,automatik,120,c_klasse,150000,benzin,mercedes_benz,nein
1500,kombi,2003,manuell,95,megane,150000,benzin,renault,nein
6315,limousine,1997,manuell,101,toledo,150000,benzin,seat,nein
3399,kombi,2005,manuell,101,golf,150000,diesel,volkswagen,nein
9300,limousine,2006,automatik,232,q7,150000,diesel,audi,ja
22500,limousine,2006,automatik,387,s_klasse,125000,benzin,mercedes_benz,nein
4290,kleinwagen,2008,automatik,71,fortwo,80000,benzin,Other,nein
6900,limousine,1983,manuell,300,andere,125000,benzin,volkswagen,nein
2500,limousine,1997,manuell,150,5er,150000,benzin,bmw,nein
850,kleinwagen,1996,manuell,0,golf,150000,benzin,volkswagen,nein
2100,kleinwagen,2003,automatik,65,fortwo,100000,benzin,Other,nein
6315,limousine,2016,manuell,0,polo,70000,benzin,volkswagen,ja
2800,kleinwagen,2008,manuell,66,andere,90000,benzin,Other,nein
6315,kleinwagen,1999,manuell,75,fiesta,150000,benzin,ford,nein
3890,limousine,2001,automatik,170,3er,150000,benzin,bmw,nein
1999,kleinwagen,2000,manuell,50,polo,125000,benzin,volkswagen,nein
900,limousine,1997,manuell,0,escort,125000,benzin,ford,nein
1600,kleinwagen,1999,manuell,101,golf,150000,benzin,volkswagen,ja
1200,kleinwagen,1999,manuell,75,golf,150000,benzin,volkswagen,nein
4500,coupe,1967,manuell,0,andere,30000,benzin,Other,nein
4499,limousine,2017,manuell,80,fiesta,80000,benzin,ford,nein
1890,kombi,2001,manuell,145,mondeo,150000,benzin,ford,nein
10000,cabrio,1978,manuell,86,andere,100000,benzin,fiat,nein
1890,kombi,2002,manuell,125,astra,150000,benzin,opel,nein
3000,kombi,2001,automatik,0,a4,150000,benzin,audi,nein
6450,bus,2005,manuell,150,zafira,125000,benzin,opel,nein
2450,limousine,2001,automatik,101,astra,150000,benzin,opel,nein
16500,coupe,2008,automatik,190,a5,125000,diesel,audi,nein
6900,coupe,1995,automatik,150,e_klasse,150000,benzin,mercedes_benz,nein
2690,kleinwagen,2004,manuell,75,clio,150000,benzin,renault,nein
6315,limousine,2016,manuell,0,fiesta,150000,benzin,ford,nein
6315,limousine,1990,manuell,0,polo,5000,benzin,volkswagen,nein
550,limousine,2017,manuell,116,golf,150000,benzin,audi,nein
11900,bus,2010,manuell,140,sharan,150000,diesel,volkswagen,nein
6315,kleinwagen,1998,manuell,60,ka,150000,benzin,ford,nein
3100,limousine,2001,manuell,170,s60,150000,benzin,Other,nein
3250,limousine,1989,manuell,99,3er,150000,benzin,bmw,nein
34999,kombi,2013,automatik,218,5er,70000,diesel,bmw,nein
5000,cabrio,2007,manuell,45,fortwo,125000,diesel,Other,nein
13500,suv,2009,manuell,150,cr_reihe,70000,benzin,Other,nein
3499,kleinwagen,2000,manuell,75,a2,150000,benzin,audi,nein
780,cabrio,1996,manuell,90,golf,150000,benzin,volkswagen,nein
3400,bus,2007,manuell,101,meriva,150000,diesel,opel,nein
6315,limousine,2000,manuell,150,bora,150000,benzin,volkswagen,nein
1100,bus,2003,automatik,0,carnival,150000,diesel,Other,nein
2750,limousine,2002,manuell,163,c_klasse,150000,benzin,mercedes_benz,nein
1100,limousine,2016,manuell,0,octavia,150000,benzin,Other,nein
5350,limousine,2004,manuell,116,3er,125000,benzin,bmw,nein
650,kleinwagen,2000,manuell,60,2_reihe,150000,benzin,peugeot,nein
6315,kleinwagen,1976,manuell,52,kadett,50000,benzin,opel,ja
800,limousine,2001,manuell,118,3er,150000,benzin,bmw,ja
6499,kombi,2008,manuell,109,3_reihe,150000,diesel,peugeot,nein
1900,limousine,2017,automatik,178,golf,125000,benzin,Other,ja
3200,limousine,2001,automatik,116,3er,150000,benzin,bmw,nein
4699,kleinwagen,2009,manuell,60,corsa,40000,benzin,opel,nein
1200,limousine,1999,manuell,75,golf,150000,benzin,volkswagen,nein
10600,bus,2008,manuell,105,touran,90000,diesel,volkswagen,nein
2290,kombi,2002,automatik,150,3er,150000,diesel,bmw,nein
2000,kleinwagen,2000,manuell,75,corsa,100000,benzin,opel,nein
4200,andere,2005,manuell,69,caddy,150000,diesel,volkswagen,nein
19000,cabrio,2010,manuell,185,slk,40000,benzin,mercedes_benz,nein
1250,kombi,1995,manuell,101,golf,150000,benzin,volkswagen,nein
12900,coupe,2009,automatik,200,scirocco,125000,benzin,volkswagen,nein
1200,limousine,1993,manuell,0,80,150000,diesel,audi,nein
1400,kleinwagen,2007,manuell,75,2_reihe,150000,benzin,peugeot,nein
1699,kleinwagen,2003,manuell,0,golf,150000,benzin,peugeot,nein
6315,kombi,1996,manuell,0,golf,150000,benzin,volkswagen,nein
6315,kleinwagen,1996,manuell,0,fiesta,150000,benzin,ford,ja
3700,kleinwagen,2005,manuell,75,one,150000,diesel,Other,nein
675,kleinwagen,1997,manuell,54,twingo,125000,benzin,renault,nein
12900,coupe,2008,automatik,170,passat,150000,diesel,volkswagen,nein
12499,kombi,2008,automatik,170,c_klasse,150000,diesel,mercedes_benz,nein
1950,limousine,2003,automatik,135,laguna,150000,benzin,renault,nein
999,kleinwagen,1994,manuell,45,polo,80000,benzin,volkswagen,nein
7900,bus,2006,manuell,129,verso,125000,benzin,Other,nein
6315,kleinwagen,2003,manuell,0,yaris,150000,benzin,Other,nein
750,kombi,2001,automatik,133,c5,150000,diesel,Other,ja
13290,kleinwagen,2015,manuell,94,swift,5000,benzin,Other,nein
2450,cabrio,2000,manuell,54,fortwo,125000,benzin,Other,nein
1500,kleinwagen,2000,manuell,60,fiesta,125000,benzin,ford,nein
2500,kombi,2005,manuell,0,a4,150000,diesel,audi,nein
750,kombi,2000,manuell,60,polo,150000,benzin,volkswagen,ja
3850,limousine,2005,manuell,75,polo,125000,benzin,volkswagen,nein
6990,kleinwagen,2011,manuell,105,andere,70000,benzin,Other,nein
590,kombi,1998,manuell,116,v40,150000,benzin,Other,nein
2222,limousine,1998,manuell,122,c_klasse,150000,benzin,mercedes_benz,nein
990,limousine,2017,manuell,118,golf,150000,benzin,bmw,nein
1500,andere,2004,manuell,81,rio,80000,benzin,Other,nein
6315,limousine,2016,manuell,106,golf,150000,benzin,bmw,nein
5499,limousine,2005,manuell,150,leon,150000,diesel,seat,nein
12800,limousine,2017,manuell,140,scirocco,90000,diesel,volkswagen,nein
2600,kleinwagen,2005,manuell,60,2_reihe,150000,benzin,peugeot,nein
9600,kleinwagen,2015,manuell,69,500,20000,benzin,fiat,nein
549,limousine,2017,manuell,75,civic,125000,benzin,Other,nein
6315,limousine,1997,manuell,101,a4,150000,benzin,audi,ja
2500,kombi,2000,automatik,170,e_klasse,150000,diesel,mercedes_benz,nein
999,limousine,1998,manuell,82,a_klasse,150000,benzin,mercedes_benz,nein
12900,cabrio,2004,manuell,220,a4,125000,benzin,audi,nein
6900,cabrio,2002,manuell,231,3er,150000,benzin,bmw,nein
21500,kombi,2014,manuell,140,a3,20000,benzin,audi,nein
550,kleinwagen,1995,manuell,52,polo,150000,benzin,volkswagen,nein
4100,kleinwagen,2009,manuell,68,c1,90000,benzin,Other,nein
899,limousine,2002,manuell,147,astra,150000,benzin,opel,ja
6315,kombi,1999,manuell,115,6_reihe,150000,benzin,Other,nein
1800,limousine,2017,manuell,0,golf,150000,diesel,volkswagen,nein
6315,kombi,1993,manuell,0,passat,150000,benzin,volkswagen,ja
2450,limousine,2001,automatik,163,andere,150000,benzin,Other,nein
1450,cabrio,2003,manuell,110,2_reihe,100000,benzin,peugeot,ja
800,limousine,1995,manuell,101,80,150000,benzin,audi,nein
6000,limousine,2003,manuell,150,3er,150000,diesel,bmw,nein
1990,kleinwagen,2005,manuell,58,twingo,125000,benzin,renault,nein
29990,bus,2014,automatik,140,sharan,40000,diesel,volkswagen,nein
1100,kombi,1994,automatik,0,850,150000,benzin,Other,nein
6315,limousine,2017,manuell,105,escort,125000,benzin,ford,nein
12000,limousine,2013,manuell,101,focus,40000,benzin,ford,nein
17450,kleinwagen,2014,automatik,136,cooper,20000,benzin,Other,nein
2750,kombi,1991,manuell,109,e_klasse,150000,benzin,mercedes_benz,nein
29999,limousine,2010,automatik,245,7er,125000,diesel,bmw,nein
3500,limousine,2003,manuell,147,vectra,150000,benzin,opel,nein
7490,kombi,2007,manuell,150,c_klasse,150000,diesel,mercedes_benz,nein
4600,kleinwagen,2004,manuell,102,golf,150000,benzin,volkswagen,nein
3690,limousine,2005,manuell,90,astra,150000,diesel,opel,nein
2400,limousine,2001,automatik,75,bora,150000,benzin,volkswagen,nein
2200,limousine,2003,manuell,116,3er,150000,benzin,bmw,nein
7950,limousine,2004,automatik,204,e_klasse,150000,diesel,mercedes_benz,nein
5250,limousine,2017,manuell,84,ibiza,70000,benzin,seat,nein
5800,cabrio,2007,automatik,84,fortwo,60000,benzin,Other,nein
790,bus,2000,manuell,140,galaxy,5000,benzin,ford,ja
4900,bus,2009,manuell,90,andere,150000,diesel,renault,nein
7500,limousine,2017,automatik,177,5er,150000,benzin,bmw,nein
1200,coupe,1979,automatik,75,passat,150000,benzin,volkswagen,nein
1500,bus,1999,manuell,75,kangoo,150000,benzin,renault,nein
1950,kleinwagen,2004,manuell,50,lupo,150000,benzin,volkswagen,ja
9250,suv,2006,automatik,305,andere,125000,benzin,ford,nein
4999,kleinwagen,2005,automatik,116,a_klasse,150000,benzin,mercedes_benz,nein
5500,kombi,2005,manuell,124,focus,125000,benzin,ford,nein
2200,kleinwagen,2006,manuell,65,picanto,150000,benzin,Other,nein
3290,kleinwagen,2006,manuell,68,fiesta,150000,diesel,ford,nein
4499,bus,1999,manuell,102,vito,150000,diesel,mercedes_benz,nein
5250,limousine,2008,manuell,90,astra,125000,benzin,opel,nein
6450,kleinwagen,2012,manuell,99,yaris,70000,benzin,Other,nein
800,bus,2001,manuell,0,kangoo,125000,diesel,renault,nein
16200,coupe,2007,automatik,272,3er,125000,benzin,bmw,nein
11600,kombi,2012,manuell,140,passat,150000,diesel,volkswagen,nein
9499,kombi,2006,manuell,150,3er,150000,benzin,bmw,nein
16300,bus,2012,manuell,140,sharan,70000,diesel,volkswagen,nein
599,limousine,2016,automatik,60,corsa,150000,benzin,opel,nein
84000,limousine,2014,automatik,0,a8,50000,diesel,audi,nein
16450,limousine,2013,manuell,140,leon,20000,benzin,seat,nein
10800,bus,2007,manuell,109,sprinter,150000,diesel,mercedes_benz,nein
1650,cabrio,1999,manuell,115,golf,150000,benzin,volkswagen,nein
6315,kleinwagen,1996,manuell,45,polo,150000,benzin,volkswagen,nein
6315,cabrio,1998,manuell,116,3er,150000,benzin,bmw,nein
10500,cabrio,2008,automatik,140,golf,150000,diesel,audi,ja
1250,kleinwagen,2002,manuell,64,polo,150000,benzin,volkswagen,nein
9000,kleinwagen,2012,manuell,82,fiesta,30000,benzin,ford,nein
13800,kombi,2008,manuell,170,c_klasse,80000,diesel,mercedes_benz,nein
6315,limousine,2000,manuell,101,leon,150000,benzin,seat,nein
12000,kombi,2007,automatik,232,a6,100000,diesel,audi,nein
23900,cabrio,2010,manuell,184,3er,60000,diesel,bmw,nein
14495,suv,2010,automatik,152,freelander,125000,diesel,Other,nein
3800,limousine,1996,manuell,136,c_klasse,125000,benzin,mercedes_benz,nein
2000,limousine,1970,manuell,80,andere,150000,benzin,volkswagen,nein
5499,limousine,2005,manuell,163,1er,150000,diesel,bmw,nein
1490,limousine,1997,automatik,170,5er,150000,benzin,bmw,nein
9500,bus,2007,automatik,116,vito,150000,diesel,mercedes_benz,nein
3500,limousine,2001,automatik,96,a4,150000,lpg,audi,nein
6315,limousine,2017,manuell,60,1_reihe,5000,benzin,peugeot,ja
2500,kombi,2003,manuell,163,c_klasse,150000,benzin,mercedes_benz,nein
3200,kombi,2006,manuell,0,touran,150000,diesel,volkswagen,nein
3600,bus,2007,manuell,75,meriva,125000,diesel,opel,nein
5900,kleinwagen,2009,manuell,90,corsa,100000,benzin,opel,nein
650,limousine,1998,manuell,110,golf,150000,diesel,volkswagen,ja
14500,kombi,2006,automatik,218,300c,150000,diesel,Other,nein
6315,limousine,2016,manuell,39,seicento,5000,benzin,fiat,ja
1900,kleinwagen,1994,manuell,50,fiesta,60000,benzin,ford,nein
35900,limousine,2014,automatik,218,3er,20000,diesel,bmw,nein
15500,suv,2011,manuell,136,golf,70000,benzin,Other,nein
550,limousine,2006,manuell,69,ka,90000,benzin,ford,ja
1100,bus,2000,manuell,0,ducato,150000,diesel,fiat,ja
6315,kleinwagen,1996,manuell,75,andere,150000,benzin,Other,nein
2399,limousine,2004,manuell,95,a_klasse,150000,diesel,mercedes_benz,nein
1599,limousine,2000,automatik,220,andere,150000,benzin,Other,nein
3300,kleinwagen,2007,manuell,64,twingo,80000,diesel,renault,nein
1450,limousine,1997,manuell,125,passat,150000,benzin,volkswagen,nein
10500,suv,2005,automatik,220,x_reihe,150000,diesel,bmw,nein
2000,limousine,1998,automatik,160,5er,150000,benzin,bmw,nein
8800,cabrio,2011,manuell,69,500,30000,benzin,fiat,nein
6315,kleinwagen,1995,manuell,0,polo,150000,benzin,volkswagen,ja
1600,bus,2001,automatik,116,golf,150000,diesel,volkswagen,ja
3099,kombi,2001,manuell,116,bora,150000,diesel,volkswagen,nein
4200,kombi,2005,automatik,140,passat,150000,diesel,volkswagen,ja
15000,limousine,2008,manuell,143,a4,100000,diesel,audi,nein
2600,limousine,2017,manuell,136,c_max,150000,diesel,ford,nein
850,limousine,1995,manuell,95,c_klasse,150000,diesel,mercedes_benz,nein
6315,kombi,1998,manuell,120,vectra,150000,benzin,opel,ja
6950,limousine,2004,automatik,163,5er,150000,diesel,bmw,nein
2550,kleinwagen,2005,manuell,75,polo,150000,benzin,volkswagen,nein
1400,limousine,1995,manuell,0,golf,150000,benzin,volkswagen,nein
6315,limousine,2009,manuell,60,fabia,80000,benzin,Other,nein
4250,kleinwagen,2007,manuell,109,2_reihe,90000,diesel,peugeot,nein
1550,limousine,2018,manuell,0,golf,150000,benzin,volkswagen,nein
3900,limousine,1999,automatik,308,s_klasse,150000,benzin,mercedes_benz,nein
6315,kombi,2000,manuell,150,bora,5000,benzin,volkswagen,nein
14986,cabrio,2001,manuell,220,andere,150000,benzin,Other,nein
1499,coupe,1995,manuell,102,3er,150000,benzin,bmw,nein
3500,limousine,1991,automatik,204,andere,150000,benzin,opel,nein
5700,limousine,2005,manuell,163,3er,150000,diesel,bmw,nein
2500,limousine,2005,manuell,105,leon,150000,benzin,seat,ja
2000,limousine,2007,manuell,140,andere,150000,diesel,Other,ja
550,limousine,2000,manuell,0,golf,150000,benzin,volkswagen,ja
5100,kleinwagen,2009,manuell,77,andere,30000,benzin,fiat,nein
4490,kombi,2005,manuell,163,passat,150000,diesel,volkswagen,nein
6315,limousine,2000,manuell,136,omega,150000,benzin,opel,nein
6315,bus,2005,manuell,101,vivaro,80000,diesel,opel,nein
600,bus,1998,manuell,116,sharan,150000,benzin,volkswagen,nein
9999,kombi,2009,automatik,122,passat,125000,benzin,volkswagen,nein
6315,kleinwagen,1994,manuell,65,golf,150000,benzin,peugeot,ja
3800,limousine,2000,automatik,125,a4,150000,benzin,audi,nein
19900,cabrio,2009,manuell,200,tt,80000,benzin,audi,nein
9800,limousine,2010,manuell,122,1er,60000,benzin,bmw,nein
6980,limousine,2007,manuell,102,golf,125000,benzin,volkswagen,nein
1495,kleinwagen,2002,manuell,60,micra,80000,benzin,Other,nein
1949,kombi,2003,manuell,90,corolla,150000,diesel,Other,nein
899,limousine,2000,manuell,116,vectra,125000,benzin,opel,ja
5999,suv,2005,automatik,140,sorento,150000,diesel,Other,nein
9990,kombi,2009,manuell,125,astra,90000,diesel,opel,nein
6100,kombi,2006,manuell,0,avensis,100000,benzin,Other,nein
5900,limousine,2017,manuell,0,golf,125000,diesel,Other,ja
1199,kleinwagen,2008,manuell,67,i_reihe,80000,benzin,Other,ja
990,coupe,1998,manuell,66,astra,150000,benzin,opel,nein
5900,bus,2006,automatik,170,golf,125000,benzin,volkswagen,nein
7200,kombi,2004,automatik,150,c_klasse,125000,diesel,mercedes_benz,nein
1099,coupe,1991,manuell,55,polo,150000,benzin,volkswagen,nein
1850,kombi,1994,manuell,150,5er,150000,benzin,bmw,nein
5000,limousine,2004,manuell,105,3_reihe,80000,benzin,Other,nein
1100,limousine,1996,manuell,75,golf,150000,benzin,volkswagen,nein
1600,kleinwagen,2002,manuell,83,jazz,150000,benzin,Other,nein
1200,limousine,1995,manuell,122,c_klasse,150000,benzin,mercedes_benz,nein
10500,kleinwagen,2012,manuell,135,fiesta,50000,benzin,ford,nein
14900,suv,2007,automatik,272,range_rover_sport,150000,diesel,Other,nein
29999,kombi,2013,manuell,177,a4,40000,diesel,audi,nein
3100,limousine,2005,manuell,110,3_reihe,125000,diesel,peugeot,nein
4650,limousine,2004,manuell,64,polo,80000,benzin,volkswagen,nein
6250,coupe,2005,manuell,143,c_klasse,150000,benzin,mercedes_benz,nein
3100,limousine,1999,manuell,101,leon,150000,benzin,seat,nein
2999,cabrio,2003,automatik,61,fortwo,90000,benzin,Other,nein
1250,suv,2003,automatik,220,golf,150000,benzin,volkswagen,ja
6750,kombi,2006,manuell,109,v50,150000,diesel,Other,nein
6750,bus,2007,manuell,129,verso,150000,benzin,Other,nein
6315,kleinwagen,1995,manuell,75,polo,150000,benzin,volkswagen,ja
500,kleinwagen,1997,manuell,90,corsa,150000,benzin,opel,ja
6315,limousine,2000,manuell,0,andere,150000,benzin,Other,nein
799,kleinwagen,1996,manuell,60,corsa,150000,benzin,opel,nein
1900,kleinwagen,2001,manuell,101,golf,150000,benzin,volkswagen,nein
65800,suv,2013,automatik,435,gl,40000,benzin,mercedes_benz,nein
13990,kleinwagen,2010,manuell,184,cooper,60000,benzin,Other,nein
3999,kombi,2007,manuell,64,fabia,70000,benzin,Other,nein
9200,kombi,2009,manuell,80,golf,50000,benzin,volkswagen,nein
900,limousine,1991,automatik,0,100,150000,lpg,audi,nein
6315,limousine,1998,manuell,95,primera,90000,benzin,Other,ja
4999,limousine,1999,automatik,260,a8,150000,benzin,audi,nein
700,kleinwagen,2003,manuell,60,ka,150000,benzin,ford,nein
16400,limousine,2010,manuell,143,3er,50000,diesel,bmw,nein
6500,andere,2009,manuell,0,impreza,150000,benzin,Other,nein
1899,kleinwagen,2001,automatik,0,fortwo,125000,diesel,Other,nein
16900,kombi,2008,automatik,286,5er,150000,diesel,bmw,nein
1500,kleinwagen,2005,manuell,60,fiesta,125000,benzin,ford,nein
7399,bus,2008,manuell,0,touran,150000,diesel,volkswagen,nein
5500,kombi,2004,manuell,150,c_klasse,150000,diesel,mercedes_benz,nein
8500,limousine,2011,manuell,122,golf,90000,benzin,volkswagen,ja
555,limousine,1998,manuell,65,astra,150000,benzin,opel,nein
3200,limousine,2000,manuell,136,3er,150000,diesel,bmw,nein
9250,bus,2007,automatik,109,b_klasse,90000,diesel,mercedes_benz,nein
1499,kombi,1997,manuell,193,5er,150000,benzin,bmw,nein
9999,limousine,2011,manuell,140,astra,40000,benzin,opel,nein
6100,limousine,2009,manuell,105,leon,125000,diesel,seat,nein
6315,kombi,2001,manuell,125,vectra,150000,diesel,opel,nein
12400,bus,1988,manuell,95,transporter,150000,benzin,volkswagen,nein
2000,kleinwagen,2003,automatik,67,cuore,60000,benzin,Other,nein
10499,kombi,2011,manuell,105,octavia,90000,diesel,Other,nein
1250,limousine,2018,manuell,0,corsa,150000,benzin,opel,nein
500,kombi,2000,manuell,116,focus,150000,benzin,ford,nein
1200,kleinwagen,2002,manuell,75,clio,150000,benzin,renault,nein
990,kleinwagen,2000,manuell,75,lupo,150000,benzin,volkswagen,nein
12900,bus,2011,automatik,140,sharan,70000,diesel,volkswagen,nein
6800,bus,2005,manuell,131,sharan,150000,diesel,volkswagen,nein
950,kombi,1991,automatik,136,e_klasse,150000,benzin,mercedes_benz,nein
500,kombi,2002,manuell,125,omega,150000,diesel,opel,ja
3900,coupe,2001,automatik,163,c_klasse,150000,benzin,mercedes_benz,nein
1750,coupe,2004,manuell,125,astra,150000,lpg,opel,nein
5790,kleinwagen,2014,manuell,75,twingo,20000,benzin,renault,nein
11500,coupe,2009,manuell,125,a3,80000,benzin,audi,nein
6315,kleinwagen,1999,manuell,74,2_reihe,70000,benzin,peugeot,nein
1990,limousine,2003,manuell,101,meriva,150000,benzin,opel,nein
2650,limousine,2004,manuell,131,andere,70000,benzin,Other,nein
10000,kleinwagen,2013,manuell,87,corsa,30000,benzin,opel,nein
2300,cabrio,1972,manuell,34,kaefer,100000,benzin,volkswagen,nein
31000,kombi,2011,automatik,231,e_klasse,150000,diesel,mercedes_benz,nein
3499,coupe,1995,manuell,140,3er,150000,benzin,bmw,nein
11995,kombi,2006,manuell,179,a4,150000,diesel,audi,nein
3850,bus,2005,automatik,120,zafira,150000,diesel,opel,ja
6315,limousine,2005,manuell,0,astra,150000,benzin,opel,nein
7100,kleinwagen,2011,manuell,60,polo,70000,benzin,volkswagen,nein
4450,limousine,2001,manuell,192,3er,150000,benzin,bmw,nein
1000,kleinwagen,1999,manuell,58,twingo,100000,benzin,renault,nein
650,kleinwagen,1998,manuell,0,golf,20000,benzin,Other,nein
20900,kombi,2011,manuell,190,a4,125000,diesel,audi,nein
6315,kleinwagen,1999,manuell,71,corsa,150000,benzin,opel,ja
1900,limousine,2002,manuell,84,astra,150000,benzin,opel,nein
6315,limousine,1988,manuell,113,golf,150000,benzin,audi,ja
700,kleinwagen,2001,manuell,0,punto,150000,benzin,fiat,ja
3800,limousine,2007,manuell,105,astra,125000,benzin,opel,nein
6900,bus,2008,manuell,140,andere,150000,diesel,Other,nein
